,job_title,company_name,country,city,job_type,work_location,experience_level,yrs_exp,industry_and_skills,label
654,Senior Geoscientist - Middle East,Geoteric,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"R&D/Science, geophysics, geoscience, science",2
655,Sr. Key Account Specialist,Dexcom,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Customer Service/Support, Sales/Retail, Pharmaceutical, Sales, Sales Skills, Customer Service, Customer Support, Account Management, Medical, Science",1
656,Tech Partner,Schneider Electric,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Engineering - Telecom/Technology, information technology (it), sales, marketing, computer science, management, software, operations",0
657,Senior Sales Manager,SimCorp,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Customer Service/Support, IT/Software Development, Sales/Retail, Sales, Sales Skills, Sales Target, Customer Service, Customer Support, Customer Care, Marketing",1
658,"Engineer, Material",SABIC,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Engineering - Construction/Civil/Architecture, Manufacturing/Production, Engineering - Mechanical/Electrical, Engineering, Mechanical Engineering, Production, Manufacturing, Sales, Civil Engineering, Construction",2
659,Learning & Deveolpment Supervisor,Tabuk Pharmaceuticals,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Education/Teaching, Education, Learning, Training, Information Technology (IT), Computer Science, Teaching, E-Learning",2
660,QA/QC Manager,BanoPuratos,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Quality, Quality Control, Quality Assurance, QC, QA, Quality, Engineering, Computer Science",2
661,Office 365 Administrator,flyadeal,SaudiArabia,Makkah,Full Time,Not Specified,Entry Level,Not Specified,"Administration, IT/Software Development, Engineering - Telecom/Technology, Administration, Office Management, Microsoft Office, Admin, Secretary, Information Technology (IT), Admin Assistant",2
662,HSE Engineer - Stadium Project,AtkinsRéalis,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"Quality, Engineering - Mechanical/Electrical, Engineering - Other, HSE, Engineering, Quality, Quality Control, Safety, Quality Assurance, Health &amp; Safety",2
663,"Senior Manager Safety (Dubai, UAE)",Joby Aviation,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Engineering, Information Technology (IT)",1
664,Strategic Account Manager,Johnson & Johnson,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Customer Service/Support, Marketing/PR/Advertising, Sales/Retail, Sales, Sales Skills, Customer Service, Sales Target, Customer Support, Customer Care, Account Management",1
665,Senior Credit Controller,Informa Connect of Informa PLC,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Quality Control, Computer Science, Information Technology (IT), Quality Assurance, Software Testing, Software Development, Testing",0
666,M365 Technical Specialist,Turner & Townsend,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, technical support, computer engineering, maintenance, software, active directory",0
667,Associate - Warehouse Fulfillment,Shipa Ecommerce,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Business Development, Customer Service/Support, Sales/Retail, Sales Skills, Customer Service, Sales Target, Sales, Marketing, Outdoor Sales, Business Development",1
668,Management Trainee Program,Abdul Latif Jameel,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Operations/Management, Project/Program Management, Project Management, Management, Information Technology (IT), Program Management, Computer Science, Engineering, Operations",2
669,Restaurant Manager,Kitopi Catering Services LLC,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Hospitality/Hotels/Food Services, Operations/Management, Sales/Retail, Hospitality, Restaurant, Hotels, Management, Restaurant Management Software, Microsoft Office, Operations",2
670,Quality Manager,Puratos,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Operations/Management, Quality, Quality, Quality Control, Quality Assurance, Engineering, Management, Project Management, QA",2
671,Protection Specialist,JIGPC- Jazan Integrated Gasification and Power Company,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, engineering, installation, maintenance, software, quality",0
672,IT Infrastructure & Network Planning & Monitoring Director_Acting,"Zakat, Tax and Customs Authority",SaudiArabia,Riyadh,Freelance / Project,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Infrastructure, Engineering, Computer Engineering, Installation, IT Infrastructure",0
673,Process Specialist - Extruder Screw Design - M/F/D,Husky Technologies,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Logistics/Supply Chain, Quality, Information Technology (IT), Logistics, Quality, Supply Chain, Computer Science, Quality Assurance, Purchasing",2
674,IT Business Analysis Lead Specialist,"Zakat, Tax and Customs Authority",SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, sales, sales skills, management, analysis, business analysis",1
675,"Learning & Development Advisor, Riyadh",Clyde & Co,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Education/Teaching, Education, Learning, Training, Information Technology (IT), Computer Science, Teaching, E-Learning",2
676,Vice President Sales MENA (m/f/d),Qvest,SaudiArabia,Riyadh,Full Time,Not Specified,Manager,Not Specified,"Project/Program Management, Sales/Retail, Engineering - Telecom/Technology, sales, management, sales skills, computer science, administration, retail, crm",1
677,Cyber Security Analyst,"HealthPlan Services, Inc.",SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Cyber Security, Telecommunication, Linux, Networks",0
678,Project Manager - Corporate Social Responsibility,Burlington County Institute of Technology,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), Management, Computer Science, Civil Engineering, Microsoft Office",0
679,Senior Manager - Operations,Saatchi & Saatchi,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Information Technology (IT), Customer Support",1
680,Drilling Solutions Engineer (Kuwaitization ): Kuwait,NOV,Kuwait,Kuwait City,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, Engineering, Computer Science, Information Technology (IT), Sales, Telecommunication, Sales Skills, Computer Engineering",0
681,Senior Direct Sales Manager,Tencent,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Customer Service/Support, IT/Software Development, Sales/Retail, Sales, Sales Skills, Sales Target, Customer Service, Customer Support, Customer Care, Information Technology (IT)",1
682,Quality Assurance Specialist,Al Ahly Momkn For E-payments,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Quality Assurance, Quality Control, Quality, QA, QC, Engineering, Science",2
683,DC Engineer Specialist,Hexaware Technologies,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"Sales/Retail, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Sales, Sales Skills, Mechanical Engineering, Sales Target, Electrical Engineering, Computer Science",1
684,Technical Projects Engineer,JTI (Japan Tobacco International),Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Engineering - Mechanical/Electrical, Engineering, AutoCAD, Technical Office, Microsoft Office, Civil Engineering, Information Technology (IT), Mechanical Engineering",0
685,IT Project Manager Summer24 Internship - Undergrads,Procter & Gamble,Egypt,Cairo,Full Time,Not Specified,Student,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Engineering - Telecom/Technology, information technology (it), computer science, engineering, software development, marketing, maintenance, communication skills",0
686,Senior Lead Architect,Temenos,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Engineering - Telecom/Technology, Architecture, Engineering, AutoCAD, Information Technology (IT), Computer Science, Design, Software Development",0
687,Graduate Associate,Ministry of Foreign Affairs,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, Information Technology (IT), Telecommunication, C#, Computer Science, Java, C++, Sales",0
688,Manufacturing Engineer,Emerson,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Manufacturing/Production, Engineering - Mechanical/Electrical, Engineering - Other, Manufacturing, Engineering, Production, Mechanical Engineering, Electrical Engineering, Microsoft Office, Quality",2
689,Senior IOS Developer,Al Ahly Momkn For E-payments,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"Business Development, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, javaScript, Engineering, CSS",0
690,Software Engineer (Java/React) - Africa/EMEA,Virtasant,Egypt,Cairo,Freelance / Project,Not Specified,Experienced,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, Engineering, Computer Engineering, Software",0
691,Senior Project Manager,Beiersdorf,Egypt,Cairo,Full Time,Not Specified,Manager,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), PMP, Computer Science, Management, Civil Engineering",0
692,Manager Learning and Skills Development,Qatar Airways,Qatar,Doha,Full Time,Not Specified,Experienced,Not Specified,"Human Resources, Operations/Management, Training/Instructor, Human Resources (HR), Training, English, Learning &amp; Development, Computer Skills, Learning & Development, Microsoft Office",2
693,Penetration Tester,Accenture Middle East,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Linux, Penetration, Security, Software Testing, OWASP",2
694,Systems Engineer II,Honeywell,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Computer Engineering, Installation, Linux, Software Engineering",0
695,IT Support Assistant,Al Haktur IT Solutions,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Technical Support, Installation, Troubleshooting, Maintenance, Engineering",0
696,Junior Project Administrator,JobIn,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Administration, IT/Software Development, Project/Program Management, Project Management, Administration, Information Technology (IT), Admin, Computer Science, Microsoft Office, Software Development",2
697,Sales Operations Engineer,Enjaz Consultancy & Enterprise Management,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Sales/Retail, Engineering - Mechanical/Electrical, Engineering - Other, Sales, Sales Skills, Engineering, Sales Target, Mechanical Engineering, Electrical Engineering, Customer Service",1
698,Senior Manager - Payment Solution,UPFRONT HR,UnitedArabEmirates,Dubai,Full Time,Not Specified,Manager,Not Specified,"IT/Software Development, Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Information Technology (IT), Customer Support",1
699,Development Tech Lead,KnowledgeNet,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"Business Development, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, Software Engineering, javaScript, Engineering, Computer Engineering",0
700,Technical Project Manager,Oivan,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), PMP, Computer Science, Civil Engineering, Management",0
701,Senior Planning/ Project Control Engineer,Arbete Careers,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Quality, Engineering, Quality Control, Project Management, Computer Science, Civil Engineering, Information Technology (IT), Planning",0
702,Microsoft Dynamics 365nDevelopment Specialist,DAME Recruitment,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), ERP, Dynamics 365, Engineering, Microsoft Dynamics, Microsoft Dynamics 365",2
703,Senior Planning/ Project Control Engineer,Arbete,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Quality, Engineering, Quality Control, Project Management, Computer Science, Civil Engineering, Information Technology (IT), Planning",0
704,Quality Patient Safety Officer,Fakeeh Care Group,SaudiArabia,Tabuk,Full Time,Not Specified,Experienced,Not Specified,"R&D/Science, Medical/Healthcare, Quality, quality, medical, quality assurance, quality control, management, communication skills, quality standards",2
705,Performance & Finance Analyst,ICM People do Brasil,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"Human Resources, IT/Software Development, Engineering - Telecom/Technology, Performance Management, Human Resources (HR), Recruitment, Computer Science, Information Technology (IT), Management, Microsoft Office",2
706,Project Manager,Turner & Townsend,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), Management, Computer Science, Civil Engineering, Microsoft Office",0
707,Project Manager (Nuclear and Net Zero,AtkinsRéalis,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), Management, Computer Science, Civil Engineering, Microsoft Office",0
708,Director of Customer Success,HAX Consulting,UnitedArabEmirates,Dubai,Full Time,Not Specified,Manager,Not Specified,"Customer Service/Support, IT/Software Development, Sales/Retail, Customer Service, Customer Support, Customer Care, Sales, Sales Skills, Client Relationships, Microsoft Office",1
709,Marketing Representative,AlRedwan Medical Service,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"Marketing/PR/Advertising, Medical/Healthcare, Sales/Retail, Marketing, Sales, Sales Skills, Sales Target, Customer Service, Microsoft Office, Social Media",1
710,Compliance Leader - Middle East Africa,GE Vernova,SaudiArabia,Riyadh,Full Time,Not Specified,Manager,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, engineering, information technology (it), microsoft office, computer science, english, business, communication",0
711,Linear Programming Engineer,ICM People do Brasil,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Software Engineering, Computer Science, Programming, Information Technology (IT), Software Development, Mechanical Engineering",0
712,SAP Retail Consultant,InfoVision Inc.,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Accounting/Finance, IT/Software Development, Engineering - Telecom/Technology, SAP, Information Technology (IT), Computer Science, ABAP, Software Engineering, Engineering, Computer Engineering",0
713,Washing & Sterilization Specialist,SAUDIBIO,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"R&D/Science, Quality, Pharmaceutical, pharmacy, pharmaceutical, science, quality, production, capa, engineering",2
714,Formulation Specialist,SAUDIBIO,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"R&D/Science, Analyst/Research, Pharmaceutical, Pharmacy, Science, R&amp;D, Pharmaceutical, Formulation, Manufacturing, Medical",2
715,Production Support Manager,Rewaa,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Operations/Management, Manufacturing/Production, Engineering - Mechanical/Electrical, Production, Engineering, Manufacturing, Management, Mechanical Engineering, Production Management, Information Technology (IT)",2
716,Practice Lead - Health,BADRI Management Consultancy,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, sales, sales skills, management, project management, business development",1
717,Senior People Engagement Partner,Careem,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Sales/Retail, information technology (it), sales, marketing, computer science, management, business, training",1
718,Executive Chef,The First Group,SaudiArabia,Makkah,Full Time,Not Specified,Experienced,Not Specified,"Hospitality/Hotels/Food Services, Operations/Management, Analyst/Research, Chef, Hospitality, Hotels, Microsoft Office, Culinary Science, Restaurant Management Software, Kitchen",2
719,Senior Manager- Greenhouse Gas Transition,G42,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Oil & Gas/Energy, engineering, information technology (it), computer science, finance, management, analysis, supply chain",0
720,Senior Electrical Engineer,Sisco,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Electrical Engineering, Information Technology (IT), Computer Science, Software Engineering, AutoCAD, Mechanical Engineering",0
721,QA/QC Engineer - Electrical,Sisco,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Quality Control, Quality Assurance, QC, QA, Quality, Engineering, Computer Science",2
722,Senior Electrical Engineer,Sisco Jobs,SaudiArabia,Riyadh,Freelance / Project,Not Specified,Experienced,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Electrical Engineering, Information Technology (IT), Computer Science, Software Engineering, AutoCAD, Mechanical Engineering",0
723,Back End Developer- Node JS,Shezlong,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Creative/Design/Art, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, javaScript, Software Engineering, PHP, HTML",0
724,Microsoft Dynamics CRM Consultant,Artmac,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Microsoft Dynamics, ERP, CRM, Microsoft Dynamics AX, Engineering",2
725,"Analyst, Technical Solutions",VISA,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Technical Analysis, Telecommunication, Technical Support, Customer Care",0
726,QA/QC Engineer - Electrical,Sisco Jobs,SaudiArabia,Riyadh,Freelance / Project,Not Specified,Entry Level,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Quality Control, Quality Assurance, QC, QA, Quality, Engineering, Computer Science",2
727,Service Delivery Manager,Future Group Translation Services,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"Customer Service/Support, IT/Software Development, Operations/Management, Customer Service, Customer Support, Customer Care, Information Technology (IT), Management, Computer Science, Microsoft Office",1
728,Senior Consulting Cloud Architect- GCP (Saudi Arabia),"Bespin Global MEA, an e& enterprise Company",SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Installation, Active Directory, Azure, Azure Active Directory",2
729,Software Developer,Thales Group,SaudiArabia,Jeddah,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Software Development, Information Technology (IT), Computer Science, Software Engineering, javaScript, Engineering, Computer Engineering",0
730,Sales Support Internship,Siemens Energy,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Administration, Customer Service/Support, Sales/Retail, Sales, Sales Skills, Customer Service, Customer Support, Customer Care, Sales Target, Engineering",1
731,Middle School Drama Teacher,American International School Riyadh,SaudiArabia,Riyadh,Part Time,Not Specified,Entry Level,Not Specified,"Education/Teaching, Training/Instructor, Education, Teaching, Training, English, English Teaching, Instructor, Math, Science",2
732,Process Engineer - Sulfur Recovery Unit/Sour Water Stripper,Saudi Aramco,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Computer Science, Information Technology (IT), Mechanical Engineering, Production, Software Engineering, Software Development",0
733,Software Development Engineer,Siemens Technology and Services Private Limited,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Software Development, Software Engineering, Engineering, Computer Engineering, javaScript",0
734,Senior Supply Chain Planning Specialist,Shift EV,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"Logistics/Supply Chain, Sales/Retail, Purchasing/Procurement, Supply Chain, Logistics, Purchasing, Shipping, Microsoft Office, Procurement, Engineering",2
735,HSE Manager - Qatar,Future Pipe Industries,Qatar,Doha,Full Time,Not Specified,Not specified,Not Specified,"Operations/Management, Quality, Engineering - Other, HSE, Engineering, Quality, Safety, Management, Quality Control, Quality Assurance",2
736,Senior IT Specialist,Crossworkers-Egypt,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Marketing, Social Media, Installation, Human Resources (HR), Microsoft Office",0
737,Machine Learning Engineer,Snoonu,Qatar,Doha,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Machine Learning, Computer Science, Information Technology (IT), Python, Software Engineering, Computer Engineering, Engineering",0
738,Senior Store Customer Advisor,Zegna,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, sales, information technology (it), computer science, sales skills, customer service, retail, communication skills",1
739,Information Technology Analyst,CyberNomadTV,UnitedArabEmirates,Dubai,Freelance / Project,Not Specified,Entry Level,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Business Analysis, Analyst, Analysis, Software Development, Software Engineering",0
740,Machine Learning Engineer,Siemens Technology and Services Private Limited,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Machine Learning, Computer Science, Information Technology (IT), Python, Software Engineering, Computer Engineering, Engineering",0
741,"Business Analyst, EDI",DSV,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Engineering",0
742,Senior Software Engineer,Siemens Technology and Services Private Limited,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Software Development, Software Engineering, Computer Engineering, Quality Control",0
743,Program Management intern,Souq.com for E-Commerce LLC,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"Accounting/Finance, IT/Software Development, Project/Program Management, Project Management, Finance, Accounting, Auditing, Information Technology (IT), Management, Financial Analysis",2
744,Software Developer,Thales,SaudiArabia,Makkah,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Software Development, Information Technology (IT), Computer Science, Software Engineering, javaScript, Engineering, Computer Engineering",0
745,Principle Software Engineer,Siemens Technology and Services Private Limited,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Engineering, Software Development, Engineering, Software Testing, Software",0
746,Technical Engineer,Watts Water Technologies,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Technical Support, AutoCAD, Technical Office, Microsoft Office",0
747,LWD Field Engineer - Drilling Services,Weatherford,Kuwait,Kuwait City,Full Time,Not Specified,Experienced,Not Specified,"Installation/Maintenance/Repair, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Electrical Engineering, Maintenance, Information Technology (IT), Installation, Computer Science, Mechanical Engineering",0
748,High School Teacher,Arab International Academy,Qatar,Doha,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Education/Teaching, Education, Teaching, School, English, Nursery, Math, Mathematics",2
749,Regional HR Analyst,Guardian Industries,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"Accounting/Finance, Human Resources, Analyst/Research, Human Resources (HR), Analysis, HR, Human Resources, Microsoft Office, ERP, English",2
750,Product Manager,Core42,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Sales/Retail, Product Management, Marketing, Sales, Information Technology (IT), Computer Science, Project Management, Sales Skills",1
751,Commercial Project Manager,Siemens Technology and Services Private Limited,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Project/Program Management, Project Management, Engineering, PMP, Information Technology (IT), Computer Science, Management, Civil Engineering",0
752,Purchase Executive - FIVE LUXE,FIVE Hotels & Resorts,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Administration, Logistics/Supply Chain, Purchasing/Procurement, Purchasing, Procurement, Furniture, English, Import, SAP, Administration",2
753,Full-Stack Web Developer  - Global/Remote,MixRank,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Creative/Design/Art, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, javaScript, HTML, CSS, Full Stack",0
754,Partner Account Manager (PAM),Eminence Talent Group,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Customer Service/Support, Marketing/PR/Advertising, Sales/Retail, Sales, Sales Skills, Customer Service, Sales Target, Customer Support, Customer Care, Account Management",1
755,Artificial Intelligence Engineer,additiv,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Artificial Intelligence, Computer Science, Information Technology (IT), Software Engineering, Computer Engineering, Software Development, Engineering",0
756,Senior Business Analyst - Health Insurance (On-Site),CoverGo,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Business Analysis, Computer Science, Analysis, Business Development, Sales, Sales Skills",0
757,Senior Design Project Manager (Architectural),AtkinsRéalis,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Project/Program Management, Engineering - Telecom/Technology, Project Management, PMP, Information Technology (IT), Engineering, Computer Science, Management, Design",0
758,QC Manager,Archirodon Group N.V.,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Quality, QC, Quality Control, Quality Assurance, QA, Quality, Engineering, Project Management",2
